date_key,full_date,day_of_week,day_num_in_week,day_num_in_month,week_of_year,month_num,month_name,quarter,year,fiscal_year,is_weekend
20231213,2023-12-13,Wednesday,3,13,50,12,December,Q4,2023,FY2023,False
20231214,2023-12-14,Thursday,4,14,50,12,December,Q4,2023,FY2023,False
20231215,2023-12-15,Friday,5,15,50,12,December,Q4,2023,FY2023,False
20231216,2023-12-16,Saturday,6,16,50,12,December,Q4,2023,FY2023,True
20231217,2023-12-17,Sunday,7,17,50,12,December,Q4,2023,FY2023,True
20231218,2023-12-18,Monday,1,18,51,12,December,Q4,2023,FY2023,False
20231219,2023-12-19,Tuesday,2,19,51,12,December,Q4,2023,FY2023,False
20231220,2023-12-20,Wednesday,3,20,51,12,December,Q4,2023,FY2023,False
20231221,2023-12-21,Thursday,4,21,51,12,December,Q4,2023,FY2023,False
20231222,2023-12-22,Friday,5,22,51,12,December,Q4,2023,FY2023,False
20231223,2023-12-23,Saturday,6,23,51,12,December,Q4,2023,FY2023,True
20231224,2023-12-24,Sunday,7,24,51,12,December,Q4,2023,FY2023,True
20231225,2023-12-25,Monday,1,25,52,12,December,Q4,2023,FY2023,False
20231226,2023-12-26,Tuesday,2,26,52,12,December,Q4,2023,FY2023,False
20231227,2023-12-27,Wednesday,3,27,52,12,December,Q4,2023,FY2023,False
20231228,2023-12-28,Thursday,4,28,52,12,December,Q4,2023,FY2023,False
20231229,2023-12-29,Friday,5,29,52,12,December,Q4,2023,FY2023,False
20231230,2023-12-30,Saturday,6,30,52,12,December,Q4,2023,FY2023,True
20231231,2023-12-31,Sunday,7,31,52,12,December,Q4,2023,FY2023,True
20240101,2024-01-01,Monday,1,1,1,1,January,Q1,2024,FY2023,False
20240102,2024-01-02,Tuesday,2,2,1,1,January,Q1,2024,FY2023,False
20240103,2024-01-03,Wednesday,3,3,1,1,January,Q1,2024,FY2023,False
20240104,2024-01-04,Thursday,4,4,1,1,January,Q1,2024,FY2023,False
20240105,2024-01-05,Friday,5,5,1,1,January,Q1,2024,FY2023,False
20240106,2024-01-06,Saturday,6,6,1,1,January,Q1,2024,FY2023,True
20240107,2024-01-07,Sunday,7,7,1,1,January,Q1,2024,FY2023,True
20240108,2024-01-08,Monday,1,8,2,1,January,Q1,2024,FY2023,False
20240109,2024-01-09,Tuesday,2,9,2,1,January,Q1,2024,FY2023,False
20240110,2024-01-10,Wednesday,3,10,2,1,January,Q1,2024,FY2023,False
20240111,2024-01-11,Thursday,4,11,2,1,January,Q1,2024,FY2023,False
20240112,2024-01-12,Friday,5,12,2,1,January,Q1,2024,FY2023,False
20240113,2024-01-13,Saturday,6,13,2,1,January,Q1,2024,FY2023,True
20240114,2024-01-14,Sunday,7,14,2,1,January,Q1,2024,FY2023,True
20240115,2024-01-15,Monday,1,15,3,1,January,Q1,2024,FY2023,False
20240116,2024-01-16,Tuesday,2,16,3,1,January,Q1,2024,FY2023,False
20240117,2024-01-17,Wednesday,3,17,3,1,January,Q1,2024,FY2023,False
20240118,2024-01-18,Thursday,4,18,3,1,January,Q1,2024,FY2023,False
20240119,2024-01-19,Friday,5,19,3,1,January,Q1,2024,FY2023,False
20240120,2024-01-20,Saturday,6,20,3,1,January,Q1,2024,FY2023,True
20240121,2024-01-21,Sunday,7,21,3,1,January,Q1,2024,FY2023,True
20240122,2024-01-22,Monday,1,22,4,1,January,Q1,2024,FY2023,False
20240123,2024-01-23,Tuesday,2,23,4,1,January,Q1,2024,FY2023,False
20240124,2024-01-24,Wednesday,3,24,4,1,January,Q1,2024,FY2023,False
20240125,2024-01-25,Thursday,4,25,4,1,January,Q1,2024,FY2023,False
20240126,2024-01-26,Friday,5,26,4,1,January,Q1,2024,FY2023,False
20240127,2024-01-27,Saturday,6,27,4,1,January,Q1,2024,FY2023,True
20240128,2024-01-28,Sunday,7,28,4,1,January,Q1,2024,FY2023,True
20240129,2024-01-29,Monday,1,29,5,1,January,Q1,2024,FY2023,False
20240130,2024-01-30,Tuesday,2,30,5,1,January,Q1,2024,FY2023,False
20240131,2024-01-31,Wednesday,3,31,5,1,January,Q1,2024,FY2023,False
20240201,2024-02-01,Thursday,4,1,5,2,February,Q1,2024,FY2023,False
20240202,2024-02-02,Friday,5,2,5,2,February,Q1,2024,FY2023,False
20240203,2024-02-03,Saturday,6,3,5,2,February,Q1,2024,FY2023,True
20240204,2024-02-04,Sunday,7,4,5,2,February,Q1,2024,FY2023,True
20240205,2024-02-05,Monday,1,5,6,2,February,Q1,2024,FY2023,False
20240206,2024-02-06,Tuesday,2,6,6,2,February,Q1,2024,FY2023,False
20240207,2024-02-07,Wednesday,3,7,6,2,February,Q1,2024,FY2023,False
20240208,2024-02-08,Thursday,4,8,6,2,February,Q1,2024,FY2023,False
20240209,2024-02-09,Friday,5,9,6,2,February,Q1,2024,FY2023,False
20240210,2024-02-10,Saturday,6,10,6,2,February,Q1,2024,FY2023,True
20240211,2024-02-11,Sunday,7,11,6,2,February,Q1,2024,FY2023,True
20240212,2024-02-12,Monday,1,12,7,2,February,Q1,2024,FY2023,False
20240213,2024-02-13,Tuesday,2,13,7,2,February,Q1,2024,FY2023,False
20240214,2024-02-14,Wednesday,3,14,7,2,February,Q1,2024,FY2023,False
20240215,2024-02-15,Thursday,4,15,7,2,February,Q1,2024,FY2023,False
20240216,2024-02-16,Friday,5,16,7,2,February,Q1,2024,FY2023,False
20240217,2024-02-17,Saturday,6,17,7,2,February,Q1,2024,FY2023,True
20240218,2024-02-18,Sunday,7,18,7,2,February,Q1,2024,FY2023,True
20240219,2024-02-19,Monday,1,19,8,2,February,Q1,2024,FY2023,False
20240220,2024-02-20,Tuesday,2,20,8,2,February,Q1,2024,FY2023,False
20240221,2024-02-21,Wednesday,3,21,8,2,February,Q1,2024,FY2023,False
20240222,2024-02-22,Thursday,4,22,8,2,February,Q1,2024,FY2023,False
20240223,2024-02-23,Friday,5,23,8,2,February,Q1,2024,FY2023,False
20240224,2024-02-24,Saturday,6,24,8,2,February,Q1,2024,FY2023,True
20240225,2024-02-25,Sunday,7,25,8,2,February,Q1,2024,FY2023,True
20240226,2024-02-26,Monday,1,26,9,2,February,Q1,2024,FY2023,False
20240227,2024-02-27,Tuesday,2,27,9,2,February,Q1,2024,FY2023,False
20240228,2024-02-28,Wednesday,3,28,9,2,February,Q1,2024,FY2023,False
20240229,2024-02-29,Thursday,4,29,9,2,February,Q1,2024,FY2023,False
20240301,2024-03-01,Friday,5,1,9,3,March,Q1,2024,FY2023,False
20240302,2024-03-02,Saturday,6,2,9,3,March,Q1,2024,FY2023,True
20240303,2024-03-03,Sunday,7,3,9,3,March,Q1,2024,FY2023,True
20240304,2024-03-04,Monday,1,4,10,3,March,Q1,2024,FY2023,False
20240305,2024-03-05,Tuesday,2,5,10,3,March,Q1,2024,FY2023,False
20240306,2024-03-06,Wednesday,3,6,10,3,March,Q1,2024,FY2023,False
20240307,2024-03-07,Thursday,4,7,10,3,March,Q1,2024,FY2023,False
20240308,2024-03-08,Friday,5,8,10,3,March,Q1,2024,FY2023,False
20240309,2024-03-09,Saturday,6,9,10,3,March,Q1,2024,FY2023,True
20240310,2024-03-10,Sunday,7,10,10,3,March,Q1,2024,FY2023,True
20240311,2024-03-11,Monday,1,11,11,3,March,Q1,2024,FY2023,False
20240312,2024-03-12,Tuesday,2,12,11,3,March,Q1,2024,FY2023,False
20240313,2024-03-13,Wednesday,3,13,11,3,March,Q1,2024,FY2023,False
20240314,2024-03-14,Thursday,4,14,11,3,March,Q1,2024,FY2023,False
20240315,2024-03-15,Friday,5,15,11,3,March,Q1,2024,FY2023,False
20240316,2024-03-16,Saturday,6,16,11,3,March,Q1,2024,FY2023,True
20240317,2024-03-17,Sunday,7,17,11,3,March,Q1,2024,FY2023,True
20240318,2024-03-18,Monday,1,18,12,3,March,Q1,2024,FY2023,False
20240319,2024-03-19,Tuesday,2,19,12,3,March,Q1,2024,FY2023,False
20240320,2024-03-20,Wednesday,3,20,12,3,March,Q1,2024,FY2023,False
20240321,2024-03-21,Thursday,4,21,12,3,March,Q1,2024,FY2023,False
20240322,2024-03-22,Friday,5,22,12,3,March,Q1,2024,FY2023,False
20240323,2024-03-23,Saturday,6,23,12,3,March,Q1,2024,FY2023,True
20240324,2024-03-24,Sunday,7,24,12,3,March,Q1,2024,FY2023,True
20240325,2024-03-25,Monday,1,25,13,3,March,Q1,2024,FY2023,False
20240326,2024-03-26,Tuesday,2,26,13,3,March,Q1,2024,FY2023,False
20240327,2024-03-27,Wednesday,3,27,13,3,March,Q1,2024,FY2023,False
20240328,2024-03-28,Thursday,4,28,13,3,March,Q1,2024,FY2023,False
20240329,2024-03-29,Friday,5,29,13,3,March,Q1,2024,FY2023,False
20240330,2024-03-30,Saturday,6,30,13,3,March,Q1,2024,FY2023,True
20240331,2024-03-31,Sunday,7,31,13,3,March,Q1,2024,FY2023,True
20240401,2024-04-01,Monday,1,1,14,4,April,Q2,2024,FY2024,False
20240402,2024-04-02,Tuesday,2,2,14,4,April,Q2,2024,FY2024,False
20240403,2024-04-03,Wednesday,3,3,14,4,April,Q2,2024,FY2024,False
20240404,2024-04-04,Thursday,4,4,14,4,April,Q2,2024,FY2024,False
20240405,2024-04-05,Friday,5,5,14,4,April,Q2,2024,FY2024,False
20240406,2024-04-06,Saturday,6,6,14,4,April,Q2,2024,FY2024,True
20240407,2024-04-07,Sunday,7,7,14,4,April,Q2,2024,FY2024,True
20240408,2024-04-08,Monday,1,8,15,4,April,Q2,2024,FY2024,False
20240409,2024-04-09,Tuesday,2,9,15,4,April,Q2,2024,FY2024,False
20240410,2024-04-10,Wednesday,3,10,15,4,April,Q2,2024,FY2024,False
20240411,2024-04-11,Thursday,4,11,15,4,April,Q2,2024,FY2024,False
20240412,2024-04-12,Friday,5,12,15,4,April,Q2,2024,FY2024,False
20240413,2024-04-13,Saturday,6,13,15,4,April,Q2,2024,FY2024,True
20240414,2024-04-14,Sunday,7,14,15,4,April,Q2,2024,FY2024,True
20240415,2024-04-15,Monday,1,15,16,4,April,Q2,2024,FY2024,False
20240416,2024-04-16,Tuesday,2,16,16,4,April,Q2,2024,FY2024,False
20240417,2024-04-17,Wednesday,3,17,16,4,April,Q2,2024,FY2024,False
20240418,2024-04-18,Thursday,4,18,16,4,April,Q2,2024,FY2024,False
20240419,2024-04-19,Friday,5,19,16,4,April,Q2,2024,FY2024,False
20240420,2024-04-20,Saturday,6,20,16,4,April,Q2,2024,FY2024,True
20240421,2024-04-21,Sunday,7,21,16,4,April,Q2,2024,FY2024,True
20240422,2024-04-22,Monday,1,22,17,4,April,Q2,2024,FY2024,False
20240423,2024-04-23,Tuesday,2,23,17,4,April,Q2,2024,FY2024,False
20240424,2024-04-24,Wednesday,3,24,17,4,April,Q2,2024,FY2024,False
20240425,2024-04-25,Thursday,4,25,17,4,April,Q2,2024,FY2024,False
20240426,2024-04-26,Friday,5,26,17,4,April,Q2,2024,FY2024,False
20240427,2024-04-27,Saturday,6,27,17,4,April,Q2,2024,FY2024,True
20240428,2024-04-28,Sunday,7,28,17,4,April,Q2,2024,FY2024,True
20240429,2024-04-29,Monday,1,29,18,4,April,Q2,2024,FY2024,False
20240430,2024-04-30,Tuesday,2,30,18,4,April,Q2,2024,FY2024,False
20240501,2024-05-01,Wednesday,3,1,18,5,May,Q2,2024,FY2024,False
20240502,2024-05-02,Thursday,4,2,18,5,May,Q2,2024,FY2024,False
20240503,2024-05-03,Friday,5,3,18,5,May,Q2,2024,FY2024,False
20240504,2024-05-04,Saturday,6,4,18,5,May,Q2,2024,FY2024,True
20240505,2024-05-05,Sunday,7,5,18,5,May,Q2,2024,FY2024,True
20240506,2024-05-06,Monday,1,6,19,5,May,Q2,2024,FY2024,False
20240507,2024-05-07,Tuesday,2,7,19,5,May,Q2,2024,FY2024,False
20240508,2024-05-08,Wednesday,3,8,19,5,May,Q2,2024,FY2024,False
20240509,2024-05-09,Thursday,4,9,19,5,May,Q2,2024,FY2024,False
20240510,2024-05-10,Friday,5,10,19,5,May,Q2,2024,FY2024,False
20240511,2024-05-11,Saturday,6,11,19,5,May,Q2,2024,FY2024,True
20240512,2024-05-12,Sunday,7,12,19,5,May,Q2,2024,FY2024,True
20240513,2024-05-13,Monday,1,13,20,5,May,Q2,2024,FY2024,False
20240514,2024-05-14,Tuesday,2,14,20,5,May,Q2,2024,FY2024,False
20240515,2024-05-15,Wednesday,3,15,20,5,May,Q2,2024,FY2024,False
20240516,2024-05-16,Thursday,4,16,20,5,May,Q2,2024,FY2024,False
20240517,2024-05-17,Friday,5,17,20,5,May,Q2,2024,FY2024,False
20240518,2024-05-18,Saturday,6,18,20,5,May,Q2,2024,FY2024,True
20240519,2024-05-19,Sunday,7,19,20,5,May,Q2,2024,FY2024,True
20240520,2024-05-20,Monday,1,20,21,5,May,Q2,2024,FY2024,False
20240521,2024-05-21,Tuesday,2,21,21,5,May,Q2,2024,FY2024,False
20240522,2024-05-22,Wednesday,3,22,21,5,May,Q2,2024,FY2024,False
20240523,2024-05-23,Thursday,4,23,21,5,May,Q2,2024,FY2024,False
20240524,2024-05-24,Friday,5,24,21,5,May,Q2,2024,FY2024,False
20240525,2024-05-25,Saturday,6,25,21,5,May,Q2,2024,FY2024,True
20240526,2024-05-26,Sunday,7,26,21,5,May,Q2,2024,FY2024,True
20240527,2024-05-27,Monday,1,27,22,5,May,Q2,2024,FY2024,False
20240528,2024-05-28,Tuesday,2,28,22,5,May,Q2,2024,FY2024,False
20240529,2024-05-29,Wednesday,3,29,22,5,May,Q2,2024,FY2024,False
20240530,2024-05-30,Thursday,4,30,22,5,May,Q2,2024,FY2024,False
20240531,2024-05-31,Friday,5,31,22,5,May,Q2,2024,FY2024,False
20240601,2024-06-01,Saturday,6,1,22,6,June,Q2,2024,FY2024,True
20240602,2024-06-02,Sunday,7,2,22,6,June,Q2,2024,FY2024,True
20240603,2024-06-03,Monday,1,3,23,6,June,Q2,2024,FY2024,False
20240604,2024-06-04,Tuesday,2,4,23,6,June,Q2,2024,FY2024,False
20240605,2024-06-05,Wednesday,3,5,23,6,June,Q2,2024,FY2024,False
20240606,2024-06-06,Thursday,4,6,23,6,June,Q2,2024,FY2024,False
20240607,2024-06-07,Friday,5,7,23,6,June,Q2,2024,FY2024,False
20240608,2024-06-08,Saturday,6,8,23,6,June,Q2,2024,FY2024,True
20240609,2024-06-09,Sunday,7,9,23,6,June,Q2,2024,FY2024,True
20240610,2024-06-10,Monday,1,10,24,6,June,Q2,2024,FY2024,False
20240611,2024-06-11,Tuesday,2,11,24,6,June,Q2,2024,FY2024,False
20240612,2024-06-12,Wednesday,3,12,24,6,June,Q2,2024,FY2024,False
20240613,2024-06-13,Thursday,4,13,24,6,June,Q2,2024,FY2024,False
20240614,2024-06-14,Friday,5,14,24,6,June,Q2,2024,FY2024,False
20240615,2024-06-15,Saturday,6,15,24,6,June,Q2,2024,FY2024,True
20240616,2024-06-16,Sunday,7,16,24,6,June,Q2,2024,FY2024,True
20240617,2024-06-17,Monday,1,17,25,6,June,Q2,2024,FY2024,False
20240618,2024-06-18,Tuesday,2,18,25,6,June,Q2,2024,FY2024,False
20240619,2024-06-19,Wednesday,3,19,25,6,June,Q2,2024,FY2024,False
20240620,2024-06-20,Thursday,4,20,25,6,June,Q2,2024,FY2024,False
20240621,2024-06-21,Friday,5,21,25,6,June,Q2,2024,FY2024,False
20240622,2024-06-22,Saturday,6,22,25,6,June,Q2,2024,FY2024,True
20240623,2024-06-23,Sunday,7,23,25,6,June,Q2,2024,FY2024,True
20240624,2024-06-24,Monday,1,24,26,6,June,Q2,2024,FY2024,False
20240625,2024-06-25,Tuesday,2,25,26,6,June,Q2,2024,FY2024,False
20240626,2024-06-26,Wednesday,3,26,26,6,June,Q2,2024,FY2024,False
20240627,2024-06-27,Thursday,4,27,26,6,June,Q2,2024,FY2024,False
20240628,2024-06-28,Friday,5,28,26,6,June,Q2,2024,FY2024,False
20240629,2024-06-29,Saturday,6,29,26,6,June,Q2,2024,FY2024,True
20240630,2024-06-30,Sunday,7,30,26,6,June,Q2,2024,FY2024,True
20240701,2024-07-01,Monday,1,1,27,7,July,Q3,2024,FY2024,False
20240702,2024-07-02,Tuesday,2,2,27,7,July,Q3,2024,FY2024,False
20240703,2024-07-03,Wednesday,3,3,27,7,July,Q3,2024,FY2024,False
20240704,2024-07-04,Thursday,4,4,27,7,July,Q3,2024,FY2024,False
20240705,2024-07-05,Friday,5,5,27,7,July,Q3,2024,FY2024,False
20240706,2024-07-06,Saturday,6,6,27,7,July,Q3,2024,FY2024,True
20240707,2024-07-07,Sunday,7,7,27,7,July,Q3,2024,FY2024,True
20240708,2024-07-08,Monday,1,8,28,7,July,Q3,2024,FY2024,False
20240709,2024-07-09,Tuesday,2,9,28,7,July,Q3,2024,FY2024,False
20240710,2024-07-10,Wednesday,3,10,28,7,July,Q3,2024,FY2024,False
20240711,2024-07-11,Thursday,4,11,28,7,July,Q3,2024,FY2024,False
20240712,2024-07-12,Friday,5,12,28,7,July,Q3,2024,FY2024,False
20240713,2024-07-13,Saturday,6,13,28,7,July,Q3,2024,FY2024,True
20240714,2024-07-14,Sunday,7,14,28,7,July,Q3,2024,FY2024,True
20240715,2024-07-15,Monday,1,15,29,7,July,Q3,2024,FY2024,False
20240716,2024-07-16,Tuesday,2,16,29,7,July,Q3,2024,FY2024,False
20240717,2024-07-17,Wednesday,3,17,29,7,July,Q3,2024,FY2024,False
20240718,2024-07-18,Thursday,4,18,29,7,July,Q3,2024,FY2024,False
20240719,2024-07-19,Friday,5,19,29,7,July,Q3,2024,FY2024,False
20240720,2024-07-20,Saturday,6,20,29,7,July,Q3,2024,FY2024,True
20240721,2024-07-21,Sunday,7,21,29,7,July,Q3,2024,FY2024,True
20240722,2024-07-22,Monday,1,22,30,7,July,Q3,2024,FY2024,False
20240723,2024-07-23,Tuesday,2,23,30,7,July,Q3,2024,FY2024,False
20240724,2024-07-24,Wednesday,3,24,30,7,July,Q3,2024,FY2024,False
20240725,2024-07-25,Thursday,4,25,30,7,July,Q3,2024,FY2024,False
20240726,2024-07-26,Friday,5,26,30,7,July,Q3,2024,FY2024,False
20240727,2024-07-27,Saturday,6,27,30,7,July,Q3,2024,FY2024,True
20240728,2024-07-28,Sunday,7,28,30,7,July,Q3,2024,FY2024,True
20240729,2024-07-29,Monday,1,29,31,7,July,Q3,2024,FY2024,False
20240730,2024-07-30,Tuesday,2,30,31,7,July,Q3,2024,FY2024,False
20240731,2024-07-31,Wednesday,3,31,31,7,July,Q3,2024,FY2024,False
20240801,2024-08-01,Thursday,4,1,31,8,August,Q3,2024,FY2024,False
20240802,2024-08-02,Friday,5,2,31,8,August,Q3,2024,FY2024,False
20240803,2024-08-03,Saturday,6,3,31,8,August,Q3,2024,FY2024,True
20240804,2024-08-04,Sunday,7,4,31,8,August,Q3,2024,FY2024,True
20240805,2024-08-05,Monday,1,5,32,8,August,Q3,2024,FY2024,False
20240806,2024-08-06,Tuesday,2,6,32,8,August,Q3,2024,FY2024,False
20240807,2024-08-07,Wednesday,3,7,32,8,August,Q3,2024,FY2024,False
20240808,2024-08-08,Thursday,4,8,32,8,August,Q3,2024,FY2024,False
20240809,2024-08-09,Friday,5,9,32,8,August,Q3,2024,FY2024,False
20240810,2024-08-10,Saturday,6,10,32,8,August,Q3,2024,FY2024,True
20240811,2024-08-11,Sunday,7,11,32,8,August,Q3,2024,FY2024,True
20240812,2024-08-12,Monday,1,12,33,8,August,Q3,2024,FY2024,False
20240813,2024-08-13,Tuesday,2,13,33,8,August,Q3,2024,FY2024,False
20240814,2024-08-14,Wednesday,3,14,33,8,August,Q3,2024,FY2024,False
20240815,2024-08-15,Thursday,4,15,33,8,August,Q3,2024,FY2024,False
20240816,2024-08-16,Friday,5,16,33,8,August,Q3,2024,FY2024,False
20240817,2024-08-17,Saturday,6,17,33,8,August,Q3,2024,FY2024,True
20240818,2024-08-18,Sunday,7,18,33,8,August,Q3,2024,FY2024,True
20240819,2024-08-19,Monday,1,19,34,8,August,Q3,2024,FY2024,False
20240820,2024-08-20,Tuesday,2,20,34,8,August,Q3,2024,FY2024,False
20240821,2024-08-21,Wednesday,3,21,34,8,August,Q3,2024,FY2024,False
20240822,2024-08-22,Thursday,4,22,34,8,August,Q3,2024,FY2024,False
20240823,2024-08-23,Friday,5,23,34,8,August,Q3,2024,FY2024,False
20240824,2024-08-24,Saturday,6,24,34,8,August,Q3,2024,FY2024,True
20240825,2024-08-25,Sunday,7,25,34,8,August,Q3,2024,FY2024,True
20240826,2024-08-26,Monday,1,26,35,8,August,Q3,2024,FY2024,False
20240827,2024-08-27,Tuesday,2,27,35,8,August,Q3,2024,FY2024,False
20240828,2024-08-28,Wednesday,3,28,35,8,August,Q3,2024,FY2024,False
20240829,2024-08-29,Thursday,4,29,35,8,August,Q3,2024,FY2024,False
20240830,2024-08-30,Friday,5,30,35,8,August,Q3,2024,FY2024,False
20240831,2024-08-31,Saturday,6,31,35,8,August,Q3,2024,FY2024,True
20240901,2024-09-01,Sunday,7,1,35,9,September,Q3,2024,FY2024,True
20240902,2024-09-02,Monday,1,2,36,9,September,Q3,2024,FY2024,False
20240903,2024-09-03,Tuesday,2,3,36,9,September,Q3,2024,FY2024,False
20240904,2024-09-04,Wednesday,3,4,36,9,September,Q3,2024,FY2024,False
20240905,2024-09-05,Thursday,4,5,36,9,September,Q3,2024,FY2024,False
20240906,2024-09-06,Friday,5,6,36,9,September,Q3,2024,FY2024,False
20240907,2024-09-07,Saturday,6,7,36,9,September,Q3,2024,FY2024,True
20240908,2024-09-08,Sunday,7,8,36,9,September,Q3,2024,FY2024,True
20240909,2024-09-09,Monday,1,9,37,9,September,Q3,2024,FY2024,False
20240910,2024-09-10,Tuesday,2,10,37,9,September,Q3,2024,FY2024,False
20240911,2024-09-11,Wednesday,3,11,37,9,September,Q3,2024,FY2024,False
20240912,2024-09-12,Thursday,4,12,37,9,September,Q3,2024,FY2024,False
20240913,2024-09-13,Friday,5,13,37,9,September,Q3,2024,FY2024,False
20240914,2024-09-14,Saturday,6,14,37,9,September,Q3,2024,FY2024,True
20240915,2024-09-15,Sunday,7,15,37,9,September,Q3,2024,FY2024,True
20240916,2024-09-16,Monday,1,16,38,9,September,Q3,2024,FY2024,False
20240917,2024-09-17,Tuesday,2,17,38,9,September,Q3,2024,FY2024,False
20240918,2024-09-18,Wednesday,3,18,38,9,September,Q3,2024,FY2024,False
20240919,2024-09-19,Thursday,4,19,38,9,September,Q3,2024,FY2024,False
20240920,2024-09-20,Friday,5,20,38,9,September,Q3,2024,FY2024,False
20240921,2024-09-21,Saturday,6,21,38,9,September,Q3,2024,FY2024,True
20240922,2024-09-22,Sunday,7,22,38,9,September,Q3,2024,FY2024,True
20240923,2024-09-23,Monday,1,23,39,9,September,Q3,2024,FY2024,False
20240924,2024-09-24,Tuesday,2,24,39,9,September,Q3,2024,FY2024,False
20240925,2024-09-25,Wednesday,3,25,39,9,September,Q3,2024,FY2024,False
20240926,2024-09-26,Thursday,4,26,39,9,September,Q3,2024,FY2024,False
20240927,2024-09-27,Friday,5,27,39,9,September,Q3,2024,FY2024,False
20240928,2024-09-28,Saturday,6,28,39,9,September,Q3,2024,FY2024,True
20240929,2024-09-29,Sunday,7,29,39,9,September,Q3,2024,FY2024,True
20240930,2024-09-30,Monday,1,30,40,9,September,Q3,2024,FY2024,False
20241001,2024-10-01,Tuesday,2,1,40,10,October,Q4,2024,FY2024,False
20241002,2024-10-02,Wednesday,3,2,40,10,October,Q4,2024,FY2024,False
20241003,2024-10-03,Thursday,4,3,40,10,October,Q4,2024,FY2024,False
20241004,2024-10-04,Friday,5,4,40,10,October,Q4,2024,FY2024,False
20241005,2024-10-05,Saturday,6,5,40,10,October,Q4,2024,FY2024,True
20241006,2024-10-06,Sunday,7,6,40,10,October,Q4,2024,FY2024,True
20241007,2024-10-07,Monday,1,7,41,10,October,Q4,2024,FY2024,False
20241008,2024-10-08,Tuesday,2,8,41,10,October,Q4,2024,FY2024,False
20241009,2024-10-09,Wednesday,3,9,41,10,October,Q4,2024,FY2024,False
20241010,2024-10-10,Thursday,4,10,41,10,October,Q4,2024,FY2024,False
20241011,2024-10-11,Friday,5,11,41,10,October,Q4,2024,FY2024,False
20241012,2024-10-12,Saturday,6,12,41,10,October,Q4,2024,FY2024,True
20241013,2024-10-13,Sunday,7,13,41,10,October,Q4,2024,FY2024,True
20241014,2024-10-14,Monday,1,14,42,10,October,Q4,2024,FY2024,False
20241015,2024-10-15,Tuesday,2,15,42,10,October,Q4,2024,FY2024,False
20241016,2024-10-16,Wednesday,3,16,42,10,October,Q4,2024,FY2024,False
20241017,2024-10-17,Thursday,4,17,42,10,October,Q4,2024,FY2024,False
20241018,2024-10-18,Friday,5,18,42,10,October,Q4,2024,FY2024,False
20241019,2024-10-19,Saturday,6,19,42,10,October,Q4,2024,FY2024,True
20241020,2024-10-20,Sunday,7,20,42,10,October,Q4,2024,FY2024,True
20241021,2024-10-21,Monday,1,21,43,10,October,Q4,2024,FY2024,False
20241022,2024-10-22,Tuesday,2,22,43,10,October,Q4,2024,FY2024,False
20241023,2024-10-23,Wednesday,3,23,43,10,October,Q4,2024,FY2024,False
20241024,2024-10-24,Thursday,4,24,43,10,October,Q4,2024,FY2024,False
20241025,2024-10-25,Friday,5,25,43,10,October,Q4,2024,FY2024,False
20241026,2024-10-26,Saturday,6,26,43,10,October,Q4,2024,FY2024,True
20241027,2024-10-27,Sunday,7,27,43,10,October,Q4,2024,FY2024,True
20241028,2024-10-28,Monday,1,28,44,10,October,Q4,2024,FY2024,False
20241029,2024-10-29,Tuesday,2,29,44,10,October,Q4,2024,FY2024,False
20241030,2024-10-30,Wednesday,3,30,44,10,October,Q4,2024,FY2024,False
20241031,2024-10-31,Thursday,4,31,44,10,October,Q4,2024,FY2024,False
20241101,2024-11-01,Friday,5,1,44,11,November,Q4,2024,FY2024,False
20241102,2024-11-02,Saturday,6,2,44,11,November,Q4,2024,FY2024,True
20241103,2024-11-03,Sunday,7,3,44,11,November,Q4,2024,FY2024,True
20241104,2024-11-04,Monday,1,4,45,11,November,Q4,2024,FY2024,False
20241105,2024-11-05,Tuesday,2,5,45,11,November,Q4,2024,FY2024,False
20241106,2024-11-06,Wednesday,3,6,45,11,November,Q4,2024,FY2024,False
20241107,2024-11-07,Thursday,4,7,45,11,November,Q4,2024,FY2024,False
20241108,2024-11-08,Friday,5,8,45,11,November,Q4,2024,FY2024,False
20241109,2024-11-09,Saturday,6,9,45,11,November,Q4,2024,FY2024,True
20241110,2024-11-10,Sunday,7,10,45,11,November,Q4,2024,FY2024,True
20241111,2024-11-11,Monday,1,11,46,11,November,Q4,2024,FY2024,False
20241112,2024-11-12,Tuesday,2,12,46,11,November,Q4,2024,FY2024,False
20241113,2024-11-13,Wednesday,3,13,46,11,November,Q4,2024,FY2024,False
20241114,2024-11-14,Thursday,4,14,46,11,November,Q4,2024,FY2024,False
20241115,2024-11-15,Friday,5,15,46,11,November,Q4,2024,FY2024,False
20241116,2024-11-16,Saturday,6,16,46,11,November,Q4,2024,FY2024,True
20241117,2024-11-17,Sunday,7,17,46,11,November,Q4,2024,FY2024,True
20241118,2024-11-18,Monday,1,18,47,11,November,Q4,2024,FY2024,False
20241119,2024-11-19,Tuesday,2,19,47,11,November,Q4,2024,FY2024,False
20241120,2024-11-20,Wednesday,3,20,47,11,November,Q4,2024,FY2024,False
20241121,2024-11-21,Thursday,4,21,47,11,November,Q4,2024,FY2024,False
20241122,2024-11-22,Friday,5,22,47,11,November,Q4,2024,FY2024,False
20241123,2024-11-23,Saturday,6,23,47,11,November,Q4,2024,FY2024,True
20241124,2024-11-24,Sunday,7,24,47,11,November,Q4,2024,FY2024,True
