order_id,date_key,customer_key,product_key,sales_rep_key,region_key,quantity,unit_price,gross_amount,discount_amount,net_amount,cost_amount
103752,20240330,131,6,3,10,12,8457.66,101491.92,10149.19,91342.73,44942.82
103753,20231204,164,3,17,9,12,1648.77,19785.24,2967.79,16817.45,7320.53
103754,20240503,3,9,15,3,7,2112.21,14785.47,2217.82,12567.65,4417.92
103755,20250824,65,12,1,5,15,1192.37,17885.55,1788.56,16096.99,6354.32
103756,20231208,248,8,16,10,15,8152.69,122290.35,18343.55,103946.8,56133.9
103757,20230826,62,9,10,4,5,2112.21,10561.05,0.0,10561.05,5160.75
103758,20250911,259,7,7,2,1,11044.9,11044.9,1104.49,9940.41,3601.37
103759,20250625,43,3,3,1,2,1648.77,3297.54,329.75,2967.79,1463.91
103760,20240724,73,4,10,2,10,4210.9,42109.0,2105.45,40003.55,21109.46
103761,20230417,179,12,22,5,16,1192.37,19077.92,1907.79,17170.13,8385.0
103762,20250704,241,2,25,1,20,576.14,11522.8,1152.28,10370.52,5255.16
103763,20250524,62,11,19,4,19,4866.69,92467.11,4623.36,87843.75,32648.65
103764,20250117,223,6,25,10,13,8457.66,109949.58,5497.48,104452.1,46068.79
103765,20240829,21,10,20,9,13,4677.47,60807.11,3040.36,57766.75,22927.95
103766,20240811,137,1,1,7,20,7004.72,140094.4,14009.44,126084.96,47971.27
103767,20240730,71,11,13,4,12,4866.69,58400.28,0.0,58400.28,25799.99
103768,20240215,94,3,3,3,19,1648.77,31326.63,0.0,31326.63,12583.11
103769,20230128,235,1,12,8,10,7004.72,70047.2,3502.36,66544.84,26528.06
103770,20230413,59,6,16,6,19,8457.66,160695.54,0.0,160695.54,85421.66
103771,20241104,20,12,23,6,4,1192.37,4769.48,0.0,4769.48,2047.98
103772,20231107,215,1,1,5,17,7004.72,119080.24,0.0,119080.24,51236.08
103773,20240303,134,8,11,5,20,8152.69,163053.8,8152.69,154901.11,71449.86
103774,20240221,113,6,10,8,17,8457.66,143780.22,7189.01,136591.21,53462.24
103775,20251004,46,10,6,1,4,4677.47,18709.88,0.0,18709.88,8056.17
103776,20230706,130,7,8,10,17,11044.9,187763.3,28164.49,159598.81,87298.99
103777,20250304,146,11,8,6,5,4866.69,24333.45,0.0,24333.45,9527.37
103778,20251010,72,11,14,1,14,4866.69,68133.66,0.0,68133.66,34457.65
103779,20231018,159,7,18,4,11,11044.9,121493.9,0.0,121493.9,64123.79
103780,20231207,256,11,5,2,10,4866.69,48666.9,0.0,48666.9,24925.67
103781,20231017,11,9,13,9,2,2112.21,4224.42,0.0,4224.42,2041.7
103782,20250211,9,6,3,9,19,8457.66,160695.54,0.0,160695.54,80852.04
103783,20240727,107,3,16,6,4,1648.77,6595.08,329.75,6265.33,3009.49
103784,20230427,102,4,11,2,14,4210.9,58952.6,5895.26,53057.34,28222.01
103785,20250220,103,1,3,10,2,7004.72,14009.44,0.0,14009.44,5008.98
103786,20230418,270,10,19,10,8,4677.47,37419.76,0.0,37419.76,16415.06
103787,20230822,2,5,18,5,2,12606.96,25213.92,0.0,25213.92,12070.9
103788,20240417,172,12,9,1,3,1192.37,3577.11,0.0,3577.11,1882.12
103789,20240104,26,10,24,5,8,4677.47,37419.76,0.0,37419.76,15061.54
103790,20240327,228,7,14,7,3,11044.9,33134.7,0.0,33134.7,14363.79
103791,20231215,274,11,1,3,17,4866.69,82733.73,8273.37,74460.36,27287.45
103792,20231008,220,9,3,1,12,2112.21,25346.52,3801.98,21544.54,11268.73
103793,20240912,235,12,9,8,15,1192.37,17885.55,1788.56,16096.99,8440.67
103794,20240327,38,2,2,5,12,576.14,6913.68,691.37,6222.31,3356.16
103795,20240515,5,10,14,10,16,4677.47,74839.52,11225.93,63613.59,29957.68
103796,20251028,149,3,4,10,18,1648.77,29677.86,1483.89,28193.97,10571.57
103797,20240923,72,11,14,1,20,4866.69,97333.8,0.0,97333.8,53508.25
103798,20241230,15,12,4,6,13,1192.37,15500.81,1550.08,13950.73,6074.54
103799,20230721,261,8,16,5,13,8152.69,105984.97,15897.75,90087.22,33787.49
103800,20251223,278,4,14,2,8,4210.9,33687.2,1684.36,32002.84,14567.47
103801,20250102,13,2,24,2,13,576.14,7489.82,1123.47,6366.35,3224.32
103802,20231127,236,7,6,6,19,11044.9,209853.1,0.0,209853.1,91290.89
103803,20250609,228,9,23,7,17,2112.21,35907.57,0.0,35907.57,17589.23
103804,20240203,230,11,13,2,3,4866.69,14600.07,2190.01,12410.06,6799.5
103805,20241027,87,3,18,10,20,1648.77,32975.4,3297.54,29677.86,14626.0
103806,20230102,238,5,19,9,19,12606.96,239532.24,0.0,239532.24,99070.11
103807,20230806,70,6,11,9,20,8457.66,169153.2,8457.66,160695.54,71183.41
103808,20250607,166,10,16,9,13,4677.47,60807.11,0.0,60807.11,27959.65
103809,20240120,286,6,24,10,18,8457.66,152237.88,0.0,152237.88,54176.17
103810,20230529,149,2,25,10,15,576.14,8642.1,0.0,8642.1,4661.94
103811,20250304,169,8,18,8,19,8152.69,154901.11,0.0,154901.11,56383.11
103812,20231012,181,7,12,10,3,11044.9,33134.7,1656.73,31477.97,13796.17
103813,20230822,158,9,14,3,2,2112.21,4224.42,0.0,4224.42,2028.98
103814,20230331,3,12,20,3,6,1192.37,7154.22,0.0,7154.22,3354.42
103815,20240106,268,8,18,2,16,8152.69,130443.04,0.0,130443.04,57735.54
103816,20230412,120,11,1,9,5,4866.69,24333.45,1216.67,23116.78,8174.18
103817,20230728,77,6,21,4,1,8457.66,8457.66,0.0,8457.66,3818.09
103818,20230315,253,5,6,6,19,12606.96,239532.24,23953.22,215579.02,76442.5
103819,20241206,77,3,6,4,8,1648.77,13190.16,1978.52,11211.64,4839.11
103820,20240307,61,11,18,7,1,4866.69,4866.69,0.0,4866.69,2566.14
103821,20230128,256,11,7,2,1,4866.69,4866.69,730.0,4136.69,2119.96
103822,20231220,198,11,23,7,14,4866.69,68133.66,0.0,68133.66,33409.33
103823,20250713,187,4,16,10,10,4210.9,42109.0,8421.8,33687.2,16488.44
103824,20241030,254,12,3,7,9,1192.37,10731.33,0.0,10731.33,5786.41
103825,20250122,209,11,25,9,16,4866.69,77867.04,0.0,77867.04,38471.94
103826,20251006,107,6,21,6,10,8457.66,84576.6,0.0,84576.6,35905.77
103827,20240604,170,12,3,3,9,1192.37,10731.33,0.0,10731.33,4677.01
103828,20250507,182,9,7,10,9,2112.21,19009.89,950.49,18059.4,9161.71
103829,20240413,181,11,18,10,14,4866.69,68133.66,3406.68,64726.98,33718.56
103830,20251009,111,7,13,7,10,11044.9,110449.0,5522.45,104926.55,41767.85
103831,20230302,236,8,12,6,17,8152.69,138595.73,6929.79,131665.94,70423.15
103832,20240818,125,3,25,3,14,1648.77,23082.78,2308.28,20774.5,9805.91
103833,20240323,129,5,8,8,14,12606.96,176497.44,35299.49,141197.95,68918.97
103834,20230306,183,1,25,5,10,7004.72,70047.2,0.0,70047.2,25351.11
103835,20230307,90,9,9,8,13,2112.21,27458.73,1372.94,26085.79,12953.25
103836,20230117,27,8,7,9,9,8152.69,73374.21,0.0,73374.21,40147.6
103837,20240206,291,1,23,9,15,7004.72,105070.8,5253.54,99817.26,53196.18
103838,20250930,73,10,11,2,9,4677.47,42097.23,2104.86,39992.37,21372.61
103839,20230110,124,9,1,10,3,2112.21,6336.63,316.83,6019.8,2510.36
103840,20241220,57,6,2,9,5,8457.66,42288.3,4228.83,38059.47,18162.18
103841,20240906,176,1,22,10,6,7004.72,42028.32,8405.66,33622.66,12401.47
103842,20240305,176,4,3,10,5,4210.9,21054.5,3158.17,17896.33,8399.2
103843,20240421,115,8,20,6,11,8152.69,89679.59,0.0,89679.59,45691.52
103844,20230725,58,3,8,3,12,1648.77,19785.24,989.26,18795.98,7611.51
103845,20231208,206,6,6,3,15,8457.66,126864.9,12686.49,114178.41,43364.67
103846,20250608,195,3,22,9,12,1648.77,19785.24,0.0,19785.24,7127.09
103847,20250114,254,4,17,7,7,4210.9,29476.3,1473.82,28002.48,13591.83
103848,20241214,150,6,3,6,9,8457.66,76118.94,3805.95,72312.99,31548.55
103849,20230325,42,10,8,6,11,4677.47,51452.17,0.0,51452.17,22913.06
103850,20240915,177,6,11,2,8,8457.66,67661.28,6766.13,60895.15,29820.81
103851,20250505,70,8,6,9,18,8152.69,146748.42,14674.84,132073.58,57207.23
103852,20240214,127,8,9,8,13,8152.69,105984.97,0.0,105984.97,54973.15
103853,20230627,163,8,12,2,14,8152.69,114137.66,11413.77,102723.89,51618.68
103854,20231208,218,5,4,2,6,12606.96,75641.76,7564.18,68077.58,24218.56
103855,20240611,270,2,17,10,15,576.14,8642.1,0.0,8642.1,3049.13
103856,20230502,218,10,8,2,3,4677.47,14032.41,701.62,13330.79,5816.19
103857,20230211,121,10,20,4,11,4677.47,51452.17,7717.83,43734.34,19119.14
103858,20251008,31,5,11,2,2,12606.96,25213.92,2521.39,22692.53,11215.12
103859,20231020,65,11,23,5,14,4866.69,68133.66,3406.68,64726.98,31414.58
103860,20230724,89,4,9,7,8,4210.9,33687.2,3368.72,30318.48,13831.39
103861,20251222,20,5,17,6,12,12606.96,151283.52,22692.53,128590.99,47333.1
103862,20240820,78,1,5,8,12,7004.72,84056.64,4202.83,79853.81,31818.41
103863,20240901,188,1,22,1,5,7004.72,35023.6,1751.18,33272.42,16872.0
103864,20240501,55,4,9,4,5,4210.9,21054.5,1052.73,20001.77,10069.33
103865,20250623,194,8,6,4,20,8152.69,163053.8,8152.69,154901.11,57629.38
103866,20241109,150,10,1,6,10,4677.47,46774.7,2338.74,44435.96,17277.43
103867,20230624,267,12,7,1,10,1192.37,11923.7,0.0,11923.7,6278.86
103868,20250201,116,2,2,4,6,576.14,3456.84,345.68,3111.16,1453.07
103869,20250917,61,11,21,7,4,4866.69,19466.76,0.0,19466.76,8401.85
103870,20230823,240,10,5,3,13,4677.47,60807.11,9121.07,51686.04,28013.26
103871,20230512,232,4,6,6,17,4210.9,71585.3,0.0,71585.3,31173.4
103872,20230620,28,12,17,4,16,1192.37,19077.92,0.0,19077.92,9037.41
103873,20231117,51,10,18,3,8,4677.47,37419.76,0.0,37419.76,19831.67
103874,20241021,227,4,22,7,15,4210.9,63163.5,3158.18,60005.32,26810.93
103875,20230225,184,3,19,9,17,1648.77,28029.09,2802.91,25226.18,11287.83
103876,20250624,150,6,20,6,20,8457.66,169153.2,16915.32,152237.88,55748.76
103877,20240207,29,5,9,1,11,12606.96,138676.56,0.0,138676.56,70970.91
103878,20231230,4,3,25,3,13,1648.77,21434.01,2143.4,19290.61,8760.8
103879,20251009,285,10,2,3,7,4677.47,32742.29,3274.23,29468.06,12138.95
103880,20241210,29,3,20,1,11,1648.77,18136.47,906.82,17229.65,7589.97
103881,20250323,25,4,21,7,2,4210.9,8421.8,0.0,8421.8,3965.97
103882,20240226,140,7,22,10,15,11044.9,165673.5,16567.35,149106.15,61061.87
103883,20230521,275,12,24,6,5,1192.37,5961.85,0.0,5961.85,2592.17
103884,20251031,50,1,3,7,8,7004.72,56037.76,5603.78,50433.98,24359.92
103885,20250703,89,2,2,7,11,576.14,6337.54,0.0,6337.54,2528.13
103886,20250207,31,2,18,2,10,576.14,5761.4,0.0,5761.4,2019.86
103887,20240426,275,11,18,6,6,4866.69,29200.14,0.0,29200.14,11598.56
103888,20230306,282,12,7,4,3,1192.37,3577.11,536.57,3040.54,1472.91
103889,20251207,63,12,25,10,14,1192.37,16693.18,0.0,16693.18,8650.73
103890,20240501,276,10,22,6,3,4677.47,14032.41,701.62,13330.79,6535.86
103891,20240517,195,10,1,9,15,4677.47,70162.05,7016.21,63145.84,29583.96
103892,20240919,249,7,16,3,6,11044.9,66269.4,0.0,66269.4,23500.92
103893,20230923,42,5,23,6,4,12606.96,50427.84,5042.78,45385.06,24657.92
103894,20230119,234,2,14,5,8,576.14,4609.12,0.0,4609.12,1949.83
103895,20230226,273,10,11,4,4,4677.47,18709.88,0.0,18709.88,8265.19
103896,20251219,191,2,25,10,4,576.14,2304.56,345.68,1958.88,914.46
103897,20230614,136,11,10,3,12,4866.69,58400.28,0.0,58400.28,24684.26
103898,20250825,73,10,13,2,12,4677.47,56129.64,0.0,56129.64,28880.97
103899,20240117,233,7,16,7,3,11044.9,33134.7,0.0,33134.7,14553.74
103900,20230827,257,9,14,7,5,2112.21,10561.05,1056.11,9504.94,3783.95
103901,20241226,206,2,5,3,13,576.14,7489.82,748.98,6740.84,2873.87
103902,20250621,279,4,1,7,12,4210.9,50530.8,0.0,50530.8,19782.54
103903,20230721,101,9,17,5,16,2112.21,33795.36,3379.54,30415.82,15652.98
103904,20230406,85,12,5,4,7,1192.37,8346.59,834.66,7511.93,4022.83
103905,20240814,195,2,10,9,10,576.14,5761.4,576.14,5185.26,2733.41
103906,20231227,254,7,7,7,7,11044.9,77314.3,0.0,77314.3,41771.8
103907,20230815,37,8,14,3,4,8152.69,32610.76,3261.08,29349.68,11294.44
103908,20230729,192,3,10,1,17,1648.77,28029.09,0.0,28029.09,13179.08
103909,20251225,216,4,14,3,9,4210.9,37898.1,1894.9,36003.2,18662.03
103910,20250306,161,7,18,7,19,11044.9,209853.1,0.0,209853.1,94875.17
103911,20250916,12,4,13,6,18,4210.9,75796.2,3789.81,72006.39,39046.06
103912,20230107,15,5,18,6,8,12606.96,100855.68,5042.78,95812.9,45096.28
103913,20240411,206,12,8,3,3,1192.37,3577.11,357.71,3219.4,1498.09
103914,20240106,75,12,20,1,4,1192.37,4769.48,476.95,4292.53,1646.33
103915,20230429,197,6,20,2,8,8457.66,67661.28,0.0,67661.28,24272.55
103916,20240625,26,7,24,5,5,11044.9,55224.5,2761.23,52463.27,19222.08
103917,20250714,88,3,17,6,6,1648.77,9892.62,0.0,9892.62,3707.91
103918,20240130,11,2,18,9,4,576.14,2304.56,115.23,2189.33,1021.71
103919,20250331,28,8,11,4,15,8152.69,122290.35,6114.52,116175.83,57602.26
103920,20251202,130,10,16,10,10,4677.47,46774.7,2338.74,44435.96,19541.12
103921,20230427,162,3,5,3,4,1648.77,6595.08,329.75,6265.33,2331.18
103922,20250418,172,7,12,1,17,11044.9,187763.3,18776.33,168986.97,77831.75
103923,20251230,53,1,14,4,3,7004.72,21014.16,1050.71,19963.45,9509.96
103924,20241003,209,4,4,9,14,4210.9,58952.6,0.0,58952.6,21743.11
103925,20250802,188,6,15,1,6,8457.66,50745.96,5074.6,45671.36,22865.77
103926,20230731,215,10,10,5,20,4677.47,93549.4,4677.47,88871.93,39779.14
103927,20251104,37,2,19,3,7,576.14,4032.98,201.65,3831.33,1869.49
103928,20230420,201,9,6,8,2,2112.21,4224.42,0.0,4224.42,1653.59
103929,20230127,256,2,14,2,16,576.14,9218.24,0.0,9218.24,4692.72
103930,20231218,59,7,8,6,7,11044.9,77314.3,3865.72,73448.58,27477.62
103931,20240510,40,8,20,2,17,8152.69,138595.73,0.0,138595.73,64541.14
103932,20230403,159,12,20,4,2,1192.37,2384.74,0.0,2384.74,1155.43
103933,20250101,152,6,17,9,11,8457.66,93034.26,4651.71,88382.55,36974.78
103934,20250512,121,11,20,4,19,4866.69,92467.11,4623.36,87843.75,45342.57
103935,20231110,247,5,24,10,7,12606.96,88248.72,4412.44,83836.28,31926.99
103936,20241021,176,2,15,10,9,576.14,5185.26,0.0,5185.26,2437.28
103937,20240113,166,9,3,9,9,2112.21,19009.89,1900.99,17108.9,8957.01
103938,20240103,55,12,6,4,7,1192.37,8346.59,417.33,7929.26,2834.43
103939,20250320,120,10,20,9,9,4677.47,42097.23,0.0,42097.23,15556.34
103940,20240301,285,5,11,3,8,12606.96,100855.68,0.0,100855.68,43158.4
103941,20230418,125,1,25,3,16,7004.72,112075.52,5603.78,106471.74,48366.2
103942,20241122,24,11,19,4,14,4866.69,68133.66,6813.37,61320.29,25213.11
103943,20250809,70,11,9,9,2,4866.69,9733.38,486.67,9246.71,4621.98
103944,20231227,56,8,16,2,7,8152.69,57068.83,0.0,57068.83,30768.18
103945,20230710,215,7,17,5,3,11044.9,33134.7,0.0,33134.7,12963.59
103946,20250821,99,7,15,4,1,11044.9,11044.9,552.25,10492.65,3958.01
103947,20250907,116,12,10,4,1,1192.37,1192.37,119.24,1073.13,414.28
103948,20230929,88,11,6,6,9,4866.69,43800.21,0.0,43800.21,20732.65
103949,20240415,32,7,22,4,8,11044.9,88359.2,0.0,88359.2,35073.1
103950,20241002,158,1,4,3,18,7004.72,126084.96,0.0,126084.96,64073.92
103951,20240817,138,3,10,4,18,1648.77,29677.86,4451.68,25226.18,10195.17
103952,20230305,81,12,9,4,8,1192.37,9538.96,953.9,8585.06,4299.29
103953,20230115,158,8,14,3,12,8152.69,97832.28,9783.23,88049.05,47334.82
103954,20230830,264,7,22,6,3,11044.9,33134.7,6626.94,26507.76,11485.96
103955,20240715,5,10,19,10,10,4677.47,46774.7,0.0,46774.7,21001.77
103956,20240130,277,10,23,5,3,4677.47,14032.41,2104.86,11927.55,5289.77
103957,20241017,160,11,5,3,10,4866.69,48666.9,4866.69,43800.21,24003.55
103958,20230425,261,3,13,5,3,1648.77,4946.31,494.63,4451.68,2289.77
103959,20230525,14,11,7,4,11,4866.69,53533.59,0.0,53533.59,25337.48
103960,20240107,296,10,6,8,2,4677.47,9354.94,467.75,8887.19,3420.68
103961,20250910,196,12,13,8,14,1192.37,16693.18,834.66,15858.52,8520.91
103962,20250517,89,3,19,7,12,1648.77,19785.24,0.0,19785.24,9050.8
103963,20230711,292,5,3,5,3,12606.96,37820.88,1891.04,35929.84,16468.56
103964,20240128,9,10,8,9,10,4677.47,46774.7,0.0,46774.7,22486.52
103965,20231101,151,1,13,3,14,7004.72,98066.08,9806.61,88259.47,39935.42
103966,20240120,139,7,7,2,7,11044.9,77314.3,7731.43,69582.87,33741.37
103967,20240416,122,5,7,9,16,12606.96,201711.36,0.0,201711.36,108483.23
103968,20251214,196,7,20,8,9,11044.9,99404.1,9940.41,89463.69,40396.98
103969,20250111,148,3,10,3,8,1648.77,13190.16,1319.02,11871.14,4574.18
103970,20231001,284,6,11,9,1,8457.66,8457.66,422.88,8034.78,3140.32
103971,20230214,296,6,6,8,18,8457.66,152237.88,7611.89,144625.99,77691.54
103972,20250203,140,8,21,10,1,8152.69,8152.69,0.0,8152.69,3549.55
103973,20250514,146,6,7,6,11,8457.66,93034.26,4651.71,88382.55,45773.44
103974,20250821,208,6,2,4,9,8457.66,76118.94,3805.95,72312.99,36916.76
103975,20251207,104,1,2,7,19,7004.72,133089.68,13308.97,119780.71,50073.68
103976,20231007,282,9,15,4,7,2112.21,14785.47,2217.82,12567.65,6876.91
103977,20250403,194,9,14,4,14,2112.21,29570.94,1478.55,28092.39,12860.1
103978,20240612,234,1,14,5,4,7004.72,28018.88,1400.94,26617.94,13859.18
103979,20230215,222,10,2,8,3,4677.47,14032.41,1403.24,12629.17,5989.32
103980,20230618,42,1,25,6,7,7004.72,49033.04,4903.3,44129.74,17746.42
103981,20250706,53,6,13,4,16,8457.66,135322.56,13532.26,121790.3,52828.52
103982,20241029,1,11,11,9,3,4866.69,14600.07,730.0,13870.07,6255.91
103983,20230210,50,7,16,7,10,11044.9,110449.0,0.0,110449.0,58246.79
103984,20240106,105,5,23,4,7,12606.96,88248.72,17649.74,70598.98,29904.84
103985,20250609,295,9,11,3,1,2112.21,2112.21,316.83,1795.38,984.66
103986,20240723,166,1,21,9,11,7004.72,77051.92,7705.19,69346.73,29937.38
103987,20240414,249,6,10,3,2,8457.66,16915.32,0.0,16915.32,8328.88
103988,20240625,92,9,14,8,3,2112.21,6336.63,316.83,6019.8,2953.32
103989,20231210,170,8,4,3,10,8152.69,81526.9,16305.38,65221.52,33843.24
103990,20241107,29,11,8,1,18,4866.69,87600.42,0.0,87600.42,43024.51
103991,20251001,220,12,6,1,13,1192.37,15500.81,2325.12,13175.69,5404.28
103992,20230527,211,4,17,10,10,4210.9,42109.0,2105.45,40003.55,20071.71
103993,20250413,287,1,22,4,13,7004.72,91061.36,0.0,91061.36,41198.87
103994,20240328,10,12,3,3,1,1192.37,1192.37,119.24,1073.13,558.06
103995,20231017,225,9,19,9,13,2112.21,27458.73,1372.94,26085.79,9568.58
103996,20240302,1,5,21,9,17,12606.96,214318.32,32147.75,182170.57,69131.17
103997,20250929,236,6,17,6,13,8457.66,109949.58,10994.96,98954.62,35599.37
103998,20240318,199,6,14,7,5,8457.66,42288.3,0.0,42288.3,16444.25
103999,20250515,111,5,10,7,10,12606.96,126069.6,0.0,126069.6,59130.01
104000,20250405,261,10,13,5,8,4677.47,37419.76,0.0,37419.76,17117.42
104001,20231105,101,4,12,5,15,4210.9,63163.5,6316.35,56847.15,20905.85
104002,20230408,230,4,4,2,15,4210.9,63163.5,0.0,63163.5,33052.03
104003,20250802,237,7,6,7,14,11044.9,154628.6,23194.29,131434.31,56204.58
104004,20250314,228,9,11,7,2,2112.21,4224.42,211.22,4013.2,2128.38
104005,20250927,254,5,16,7,12,12606.96,151283.52,7564.18,143719.34,69966.55
104006,20240505,147,9,23,10,11,2112.21,23234.31,0.0,23234.31,9777.66
104007,20240125,229,12,15,5,9,1192.37,10731.33,1609.7,9121.63,4778.3
104008,20240506,244,7,15,10,14,11044.9,154628.6,7731.43,146897.17,59681.16
104009,20240627,77,1,16,4,14,7004.72,98066.08,4903.3,93162.78,34107.21
104010,20250630,180,4,10,7,3,4210.9,12632.7,0.0,12632.7,6327.42
104011,20240301,107,1,20,6,19,7004.72,133089.68,0.0,133089.68,47441.63
104012,20230406,293,5,24,2,2,12606.96,25213.92,2521.39,22692.53,9633.44
104013,20250101,260,3,8,6,10,1648.77,16487.7,1648.77,14838.93,6212.78
104014,20251211,171,11,22,6,14,4866.69,68133.66,0.0,68133.66,28506.53
104015,20240105,103,11,5,10,14,4866.69,68133.66,3406.68,64726.98,23067.29
104016,20230128,19,5,15,1,1,12606.96,12606.96,1891.04,10715.92,4973.52
104017,20230611,36,1,24,10,8,7004.72,56037.76,5603.78,50433.98,23551.8
104018,20250110,216,2,3,3,20,576.14,11522.8,1152.28,10370.52,4869.69
104019,20250328,161,2,3,7,18,576.14,10370.52,0.0,10370.52,5468.86
104020,20251025,111,12,15,7,9,1192.37,10731.33,536.57,10194.76,3724.15
104021,20240919,241,8,14,1,3,8152.69,24458.07,1222.9,23235.17,11683.18
104022,20250416,262,8,22,2,1,8152.69,8152.69,0.0,8152.69,3606.03
104023,20250422,205,11,21,7,13,4866.69,63266.97,3163.35,60103.62,22806.45
104024,20230202,191,12,5,10,12,1192.37,14308.44,715.42,13593.02,7416.22
104025,20250206,9,9,21,9,20,2112.21,42244.2,0.0,42244.2,20854.52
104026,20240421,119,1,24,10,6,7004.72,42028.32,2101.42,39926.9,15459.18
104027,20250515,147,1,11,10,9,7004.72,63042.48,6304.25,56738.23,27579.42
104028,20251231,217,3,5,3,3,1648.77,4946.31,0.0,4946.31,2081.95
104029,20240318,46,9,13,1,13,2112.21,27458.73,0.0,27458.73,12271.6
104030,20250712,125,4,18,3,19,4210.9,80007.1,8000.71,72006.39,28850.52
104031,20251021,174,3,9,7,15,1648.77,24731.55,0.0,24731.55,10152.03
104032,20230920,2,4,11,5,20,4210.9,84218.0,0.0,84218.0,31213.07
104033,20231207,116,9,16,4,8,2112.21,16897.68,1689.77,15207.91,8340.36
104034,20250412,212,5,16,10,16,12606.96,201711.36,0.0,201711.36,78820.21
104035,20240221,188,2,17,1,7,576.14,4032.98,0.0,4032.98,1698.16
104036,20250204,101,5,14,5,11,12606.96,138676.56,6933.83,131742.73,48179.23
104037,20240306,270,9,12,10,6,2112.21,12673.26,1267.33,11405.93,5107.48
104038,20241102,176,10,20,10,2,4677.47,9354.94,935.49,8419.45,3826.66
104039,20230605,88,9,13,6,11,2112.21,23234.31,0.0,23234.31,10542.94
104040,20230815,193,8,12,3,20,8152.69,163053.8,0.0,163053.8,74614.62
104041,20230718,113,5,18,8,19,12606.96,239532.24,0.0,239532.24,126546.25
104042,20230326,29,4,18,1,3,4210.9,12632.7,1263.27,11369.43,5948.82
104043,20240123,133,3,23,7,20,1648.77,32975.4,6595.08,26380.32,10146.13
104044,20231118,53,12,20,4,12,1192.37,14308.44,715.42,13593.02,6781.73
104045,20240510,27,10,24,9,4,4677.47,18709.88,0.0,18709.88,8475.61
104046,20231113,242,4,10,8,3,4210.9,12632.7,2526.54,10106.16,4134.88
104047,20250402,46,4,8,1,3,4210.9,12632.7,0.0,12632.7,6041.24
104048,20250112,101,1,3,5,11,7004.72,77051.92,0.0,77051.92,29893.21
104049,20240921,152,1,15,9,15,7004.72,105070.8,5253.54,99817.26,48345.86
104050,20230724,25,10,24,7,14,4677.47,65484.58,0.0,65484.58,30110.2
104051,20241002,164,8,14,9,14,8152.69,114137.66,0.0,114137.66,58215.23
104052,20241028,156,2,18,5,6,576.14,3456.84,172.84,3284.0,1213.95
104053,20250412,137,6,5,7,2,8457.66,16915.32,845.77,16069.55,7824.06
104054,20230730,12,7,4,6,13,11044.9,143583.7,28716.74,114866.96,48945.62
104055,20230711,9,1,25,9,17,7004.72,119080.24,5954.01,113126.23,43215.06
104056,20240527,69,12,4,4,13,1192.37,15500.81,775.04,14725.77,6383.34
104057,20251028,65,3,22,5,3,1648.77,4946.31,247.32,4698.99,2113.81
104058,20250403,88,11,13,6,20,4866.69,97333.8,4866.69,92467.11,39417.96
104059,20231027,16,9,7,4,9,2112.21,19009.89,950.49,18059.4,9208.96
104060,20230626,2,1,12,5,19,7004.72,133089.68,0.0,133089.68,64203.76
104061,20241221,253,3,25,6,5,1648.77,8243.85,412.19,7831.66,3455.12
104062,20240217,81,3,1,4,2,1648.77,3297.54,659.51,2638.03,1272.06
104063,20240701,287,6,20,4,16,8457.66,135322.56,13532.26,121790.3,48815.71
104064,20240127,285,8,4,3,5,8152.69,40763.45,2038.17,38725.28,14238.3
104065,20241116,96,12,2,5,11,1192.37,13116.07,1311.61,11804.46,5339.68
104066,20230217,76,11,17,3,13,4866.69,63266.97,0.0,63266.97,26953.04
104067,20240812,283,1,6,3,6,7004.72,42028.32,0.0,42028.32,18227.76
104068,20250104,154,8,9,9,15,8152.69,122290.35,24458.07,97832.28,42051.04
104069,20241129,22,12,19,4,1,1192.37,1192.37,0.0,1192.37,437.23
104070,20251026,300,9,11,8,14,2112.21,29570.94,0.0,29570.94,14417.67
104071,20240223,19,2,13,1,11,576.14,6337.54,316.88,6020.66,2534.0
104072,20231003,113,9,18,8,16,2112.21,33795.36,1689.77,32105.59,17187.7
104073,20250625,196,6,14,8,20,8457.66,169153.2,8457.66,160695.54,63881.46
104074,20240226,200,11,2,5,14,4866.69,68133.66,3406.68,64726.98,34111.75
104075,20231010,12,2,4,6,7,576.14,4032.98,201.65,3831.33,1347.96
104076,20240726,247,10,9,10,15,4677.47,70162.05,10524.31,59637.74,21823.14
104077,20230201,110,9,1,5,7,2112.21,14785.47,0.0,14785.47,7422.09
104078,20240609,267,10,25,1,11,4677.47,51452.17,5145.22,46306.95,21394.92
104079,20240816,158,2,19,3,4,576.14,2304.56,0.0,2304.56,1179.42
104080,20230408,186,4,10,4,15,4210.9,63163.5,0.0,63163.5,25131.1
104081,20250104,48,12,14,5,16,1192.37,19077.92,0.0,19077.92,6892.07
104082,20241109,114,3,22,6,13,1648.77,21434.01,1071.7,20362.31,10416.66
104083,20240607,262,9,13,2,17,2112.21,35907.57,3590.76,32316.81,13985.88
104084,20241110,195,12,22,9,5,1192.37,5961.85,298.09,5663.76,2171.26
104085,20251231,96,3,17,5,6,1648.77,9892.62,989.26,8903.36,4720.69
104086,20230815,270,4,5,10,8,4210.9,33687.2,0.0,33687.2,12071.7
104087,20251110,264,6,14,6,18,8457.66,152237.88,15223.79,137014.09,66630.18
