OrderID , order_date,Customer_Key,Product_Key ,Rep,qty,unit_price ,net_amount
100499,2025-12-14,88,1,2,12,7004.72,71448.14
100500,2025-09-02,240,9,9,18,2112.21,36118.79
100501,2023-12-29,234,11,24,19,4866.69,87843.75
100502,2025-12-29,159,6,16,18,8457.66,152237.88
100503,2024-09-22,188,7,9,5,11044.9,55224.5
100504,2023-10-07,177,5,16,18,12606.96,226925.28
100505,2025-09-04,154,1,25,14,7004.72,88259.47
100506,2023-01-15,281,6,7,14,8457.66,100646.15
100507,2024-05-26,84,12,24,13,1192.37,13950.73
100508,2023-06-12,217,11,8,17,4866.69,74460.36
100509,2024-07-10,146,11,24,18,4866.69,78840.38
100510,2023-05-21,94,3,10,4,1648.77,6265.33
100511,2024-07-11,252,4,11,1,4210.9,4210.9
100512,2023-02-15,96,2,10,9,576.14,5185.26
100513,2023-01-17,120,2,5,1,576.14,547.33
100514,2024-09-30,256,6,15,2,8457.66,16915.32
100515,2023-10-27,29,5,25,13,12606.96,163890.48
100516,2024-01-29,129,7,1,4,11044.9,35343.68
100517,2025-02-27,227,4,24,2,4210.9,8421.8
100518,2023-07-12,267,11,7,16,4866.69,77867.04
100519,2024-10-23,82,11,24,2,4866.69,8760.04
100520,2023-09-08,130,8,21,10,8152.69,81526.9
100521,2024-03-22,58,4,21,14,4210.9,58952.6
100522,2024-07-19,300,2,13,8,576.14,4609.12
100523,2025-08-31,80,6,25,3,8457.66,25372.98
100524,2024-11-24,31,1,12,5,7004.72,31521.24
100525,2023-09-15,250,4,11,18,4210.9,68216.58
100526,2025-06-17,99,1,23,13,7004.72,91061.36
100527,2023-03-22,249,12,15,18,1192.37,21462.66
100528,2024-01-24,291,3,18,12,1648.77,19785.24
100529,2023-11-25,36,9,5,15,2112.21,31683.15
100530,2025-01-21,233,1,25,17,7004.72,119080.24
100531,2023-02-08,187,10,8,11,4677.47,46306.95
100532,2025-03-04,98,9,22,16,2112.21,30415.82
100533,2024-08-02,166,7,21,11,11044.9,121493.9
100534,2023-05-17,23,3,6,2,1648.77,3297.54
100535,2023-07-22,17,10,21,13,4677.47,54726.4
100536,2024-06-08,26,6,8,20,8457.66,152237.88
100537,2024-03-03,252,2,15,2,576.14,1152.28
100538,2025-05-01,189,12,2,20,1192.37,23847.4
100539,2023-05-25,156,2,7,17,576.14,9794.38
100540,2025-12-24,198,4,7,17,4210.9,64426.77
100541,2024-01-02,286,12,18,14,1192.37,15023.86
100542,2025-01-03,235,12,22,14,1192.37,14189.2
100543,2024-01-05,282,7,17,11,11044.9,109344.51
100544,2025-06-26,181,6,18,11,8457.66,83730.83
100545,2025-05-31,166,10,8,19,4677.47,84428.33
100546,2024-06-04,185,8,15,13,8152.69,105984.97
100547,2024-08-05,9,9,5,10,2112.21,21122.1
100548,2024-03-15,162,1,25,9,7004.72,53586.11
100549,2023-11-13,49,1,15,12,7004.72,84056.64
100550,2024-05-26,120,5,10,3,12606.96,35929.84
100551,2024-03-21,40,12,11,16,1192.37,19077.92
100552,2023-07-15,154,1,24,19,7004.72,133089.68
100553,2024-11-15,179,7,14,4,11044.9,37552.66
100554,2023-01-24,196,1,10,17,7004.72,119080.24
100555,2023-11-03,168,9,23,8,2112.21,16897.68
100556,2025-03-15,229,10,19,17,4677.47,79516.99
100557,2025-03-18,76,3,11,3,1648.77,4698.99
100558,2025-03-28,135,2,13,17,576.14,9304.66
100559,2023-10-04,247,9,7,16,2112.21,33795.36
100560,2025-12-09,127,4,3,9,4210.9,34108.29
100561,2023-07-03,58,11,14,14,4866.69,68133.66
100562,2024-12-06,13,5,6,12,12606.96,143719.34
100563,2025-06-24,75,8,2,8,8152.69,65221.52
100564,2023-06-25,58,12,2,8,1192.37,8108.12
100565,2024-08-12,8,6,23,4,8457.66,33830.64
100566,2024-11-10,108,12,18,7,1192.37,8346.59
100567,2024-06-13,281,8,20,5,8152.69,36687.11
100568,2025-02-10,299,11,17,2,4866.69,9733.38
100569,2024-02-16,139,1,15,1,7004.72,7004.72
100570,2025-01-07,56,1,10,13,7004.72,91061.36
100571,2023-07-23,162,8,20,18,8152.69,146748.42
100572,2025-07-26,288,12,1,2,1192.37,2384.74
100573,2024-11-14,251,7,24,6,11044.9,66269.4
100574,2024-12-28,155,4,17,9,4210.9,34108.29
100575,2025-03-03,16,9,9,8,2112.21,16897.68
100576,2023-10-09,45,12,13,17,1192.37,16216.23
100577,2024-04-10,214,4,19,5,4210.9,20001.77
100578,2024-11-05,230,9,5,7,2112.21,13306.92
100579,2024-02-19,71,5,23,17,12606.96,182170.57
100580,2023-10-25,290,3,11,3,1648.77,4698.99
100581,2023-08-31,95,6,5,1,8457.66,7611.89
100582,2025-04-27,211,5,15,9,12606.96,113462.64
100583,2023-09-27,95,1,25,20,7004.72,133089.68
100584,2024-04-17,119,4,22,1,4210.9,4210.9
100585,2025-09-03,69,9,20,16,2112.21,30415.82
100586,2025-03-04,252,8,5,6,8152.69,48916.14
100587,2023-01-31,139,7,8,7,11044.9,69582.87
100588,2025-06-18,251,12,11,15,1192.37,15202.72
100589,2023-03-27,195,12,11,13,1192.37,14725.77
100590,2025-12-11,20,9,4,15,2112.21,30098.99
100591,2024-05-18,266,9,13,2,2112.21,4013.2
100592,2023-04-11,98,5,15,13,12606.96,139306.91
100593,2024-08-08,237,3,14,10,1648.77,15663.31
100594,2025-11-24,73,8,21,15,8152.69,122290.35
100595,2024-01-04,300,12,18,5,1192.37,5961.85
100596,2023-02-21,92,8,19,7,8152.69,48508.51
100597,2024-10-25,84,12,24,4,1192.37,4769.48
100598,2025-01-13,44,9,23,13,2112.21,24712.86
100599,2023-11-24,194,9,13,2,2112.21,3801.98
100600,2023-11-04,84,3,6,2,1648.77,3132.66
100601,2025-07-02,148,11,6,4,4866.69,16546.75
100602,2023-01-08,130,1,15,16,7004.72,95264.19
100603,2023-01-12,253,4,7,19,4210.9,72006.39
100604,2025-06-23,41,10,20,1,4677.47,4677.47
100605,2024-03-01,26,3,5,2,1648.77,2967.79
100606,2023-03-08,296,10,10,11,4677.47,43734.34
100607,2025-05-03,92,3,22,10,1648.77,15663.31
100608,2023-12-30,234,12,19,12,1192.37,12162.17
100609,2024-09-04,166,6,13,3,8457.66,22835.68
100610,2023-05-13,150,8,5,4,8152.69,29349.68
100611,2025-12-15,212,9,7,7,2112.21,14046.2
100612,2025-12-19,45,8,24,20,8152.69,138595.73
100613,2024-08-11,219,10,11,9,4677.47,39992.37
100614,2024-12-25,67,10,19,16,4677.47,71097.54
100615,2025-10-05,93,10,8,10,4677.47,37419.76
100616,2023-02-19,239,11,4,7,4866.69,30660.15
100617,2025-04-27,24,6,12,18,8457.66,137014.09
100618,2024-02-17,145,5,3,10,12606.96,126069.6
100619,2023-01-13,59,11,11,11,4866.69,53533.59
100620,2023-03-01,90,4,11,11,4210.9,39371.92
100621,2025-08-29,19,11,5,16,4866.69,77867.04
100622,2024-11-17,237,7,24,2,11044.9,19880.82
100623,2024-10-08,285,9,1,7,2112.21,14046.2
100624,2024-12-25,34,3,9,1,1648.77,1648.77
100625,2025-12-30,85,10,20,13,4677.47,60807.11
100626,2024-09-23,162,12,2,9,1192.37,10194.76
100627,2024-05-01,191,8,10,7,8152.69,54215.39
100628,2025-02-05,20,4,3,15,4210.9,60005.32
100629,2025-10-21,79,4,11,16,4210.9,60636.96
100630,2024-11-01,74,2,17,5,576.14,2880.7
100631,2025-03-04,268,2,1,10,576.14,4897.19
100632,2023-06-28,171,8,2,4,8152.69,30980.22
100633,2024-10-01,12,10,25,10,4677.47,44435.96
100634,2024-02-15,99,5,9,18,12606.96,226925.28
100635,2023-08-29,140,3,6,9,1648.77,14838.93
100636,2025-11-18,53,4,18,12,4210.9,48004.26
100637,2024-08-03,294,4,6,3,4210.9,12632.7
100638,2025-06-27,26,3,1,16,1648.77,22423.27
100639,2025-02-24,28,2,14,13,576.14,7489.82
100640,2025-07-02,183,5,11,7,12606.96,79423.85
100641,2025-12-28,41,8,19,5,8152.69,40763.45
100642,2025-08-17,50,8,10,15,8152.69,116175.83
100643,2023-10-22,133,6,13,6,8457.66,45671.36
100644,2024-10-27,233,8,1,3,8152.69,23235.17
100645,2025-08-02,88,5,25,12,12606.96,143719.34
100646,2023-07-30,208,12,4,11,1192.37,12460.27
100647,2024-09-10,273,8,13,19,8152.69,147156.05
100648,2023-11-22,247,7,3,11,11044.9,121493.9
100649,2025-06-01,223,10,11,18,4677.47,75775.01
100650,2023-06-09,294,8,4,19,8152.69,147156.05
100651,2023-07-19,228,3,10,13,1648.77,21434.01
100652,2025-02-15,168,8,21,2,8152.69,16305.38
100653,2023-01-01,76,11,5,15,4866.69,69350.33
100654,2025-07-04,101,4,22,11,4210.9,46319.9
100655,2024-09-15,223,12,12,3,1192.37,3398.25
100656,2025-11-11,207,3,10,2,1648.77,3297.54
100657,2023-04-19,1,12,18,12,1192.37,14308.44
100658,2023-03-05,121,7,23,19,11044.9,209853.1
100659,2025-02-22,208,7,14,18,11044.9,198808.2
100660,2023-10-12,97,9,13,12,2112.21,22811.87
100661,2023-09-15,69,1,3,1,7004.72,7004.72
100662,2025-06-13,70,2,5,14,576.14,6856.07
100663,2025-05-21,93,8,17,14,8152.69,108430.78
100664,2024-12-28,116,3,14,20,1648.77,32975.4
100665,2024-04-29,257,5,14,18,12606.96,215579.02
100666,2023-03-19,291,8,23,12,8152.69,97832.28
100667,2023-06-13,73,12,24,17,1192.37,16216.23
100668,2024-07-26,239,9,3,17,2112.21,30521.43
100669,2025-08-25,40,11,21,18,4866.69,78840.38
100670,2023-04-19,176,9,25,1,2112.21,2006.6
100671,2025-08-18,294,12,11,14,1192.37,16693.18
100672,2024-08-26,149,3,2,20,1648.77,29677.86
100673,2024-06-17,32,11,16,19,4866.69,92467.11
100674,2024-08-20,14,5,16,3,12606.96,37820.88
100675,2024-07-23,130,3,20,9,1648.77,14838.93
100676,2023-08-17,90,10,24,5,4677.47,21048.61
100677,2023-12-26,134,12,8,16,1192.37,19077.92
100678,2023-03-09,176,2,5,20,576.14,9794.38
100679,2025-10-12,212,7,8,15,11044.9,149106.15
100680,2024-12-07,28,11,9,4,4866.69,19466.76
100681,2025-09-02,155,8,24,18,8152.69,146748.42
100682,2025-03-09,243,5,5,17,12606.96,182170.57
100683,2025-07-08,196,11,11,17,4866.69,74460.36
100684,2025-12-24,182,7,20,9,11044.9,99404.1
100685,2023-07-21,131,11,19,13,4866.69,60103.62
100686,2024-05-10,100,9,11,6,2112.21,12673.26
100687,2023-01-18,35,1,14,4,7004.72,26617.94
100688,2024-12-20,113,12,10,9,1192.37,10731.33
100689,2023-07-08,30,10,22,7,4677.47,26193.83
100690,2023-09-03,45,10,5,13,4677.47,54726.4
100691,2024-01-14,57,12,6,9,1192.37,10731.33
100692,2023-06-05,233,5,25,14,12606.96,158847.7
100693,2024-10-24,132,3,25,3,1648.77,4946.31
100694,2025-03-06,171,1,9,9,7004.72,63042.48
100695,2024-02-15,202,3,21,16,1648.77,26380.32
100696,2025-06-02,112,10,21,4,4677.47,15903.4
100697,2023-07-31,18,2,3,19,576.14,9851.99
100698,2023-02-08,255,3,21,1,1648.77,1401.45
100699,2024-06-29,78,12,11,13,1192.37,14725.77
100700,2025-10-01,245,7,13,3,11044.9,31477.97
100701,2025-09-14,63,10,18,12,4677.47,56129.64
100702,2023-04-24,47,6,18,11,8457.66,93034.26
100703,2024-08-16,104,3,18,2,1648.77,2638.03
100704,2024-09-04,200,2,21,12,576.14,6568.0
100705,2025-06-15,98,3,2,7,1648.77,11541.39
100706,2024-05-03,251,7,3,18,11044.9,188867.79
100707,2025-07-09,9,1,11,2,7004.72,14009.44
100708,2025-04-10,61,4,21,17,4210.9,68006.03
100709,2023-11-02,297,4,3,2,4210.9,7579.62
100710,2023-02-09,242,10,2,8,4677.47,33677.78
100711,2023-12-19,26,5,4,15,12606.96,179649.18
100712,2023-05-11,55,2,16,20,576.14,10370.52
100713,2024-02-20,219,6,24,13,8457.66,109949.58
100714,2023-10-09,165,4,25,2,4210.9,8000.71
100715,2023-09-05,141,3,25,14,1648.77,23082.78
100716,2023-12-04,225,4,19,2,4210.9,8421.8
100717,2025-02-09,81,1,16,3,7004.72,21014.16
100718,2023-07-02,146,7,23,16,11044.9,159046.56
100719,2024-07-08,268,8,14,8,8152.69,55438.29
100720,2023-03-19,93,12,16,20,1192.37,19077.92
100721,2024-09-08,179,7,1,18,11044.9,198808.2
100722,2025-12-21,49,10,12,18,4677.47,79984.74
100723,2024-03-02,142,1,7,4,7004.72,25216.99
100724,2025-08-29,255,3,6,2,1648.77,3297.54
100725,2024-03-05,223,5,11,20,12606.96,226925.28
100726,2023-03-30,54,12,2,18,1192.37,21462.66
100727,2025-09-20,264,2,3,8,576.14,4148.21
100728,2024-10-29,215,4,24,11,4210.9,46319.9
100729,2024-04-11,51,4,24,14,4210.9,50109.71
100730,2024-03-27,38,8,19,16,8152.69,130443.04
100731,2024-03-18,233,3,13,12,1648.77,19785.24
100732,2025-01-04,139,4,11,5,4210.9,21054.5
100733,2024-07-28,70,2,15,15,576.14,8209.99
100734,2024-03-26,152,10,6,20,4677.47,79516.99
100735,2024-04-15,45,7,17,16,11044.9,150210.64
100736,2025-08-27,237,5,1,14,12606.96,158847.7
100737,2024-11-01,223,10,8,19,4677.47,75541.14
100738,2023-01-11,214,1,2,16,7004.72,100867.97
100739,2025-05-21,272,7,16,4,11044.9,41970.62
100740,2023-01-26,209,4,5,12,4210.9,50530.8
100741,2023-07-05,9,8,22,10,8152.69,81526.9
100742,2023-02-19,233,8,25,5,8152.69,34648.93
100743,2025-01-28,238,12,21,1,1192.37,1013.51
100744,2024-11-12,272,1,10,14,7004.72,88259.47
100745,2024-02-29,42,10,11,2,4677.47,8887.19
100746,2025-01-15,27,2,13,12,576.14,6568.0
100747,2025-01-20,90,11,18,3,4866.69,13870.07
100748,2023-10-11,172,4,18,4,4210.9,16001.42
100749,2024-03-05,116,6,12,9,8457.66,72312.99
100750,2023-04-22,33,6,12,15,8457.66,120521.66
100751,2023-09-09,241,12,18,18,1192.37,18243.26
100752,2025-01-23,34,4,15,3,4210.9,12632.7
100753,2024-08-13,40,2,6,9,576.14,5185.26
100754,2023-11-05,105,9,21,1,2112.21,2112.21
100755,2023-09-28,243,6,14,15,8457.66,114178.41
100756,2024-01-23,33,1,8,17,7004.72,113126.23
100757,2024-12-03,168,8,19,17,8152.69,124736.16
100758,2024-09-14,291,3,10,6,1648.77,8903.36
100759,2025-01-31,148,1,5,12,7004.72,84056.64
100760,2023-11-26,275,5,6,6,12606.96,68077.58
100761,2023-11-11,83,4,4,2,4210.9,6737.44
100762,2025-06-21,134,6,6,7,8457.66,56243.44
100763,2024-10-11,177,3,12,15,1648.77,23494.97
100764,2024-09-09,63,1,13,16,7004.72,100867.97
100765,2024-10-17,80,1,24,18,7004.72,100867.97
100766,2024-08-28,243,5,25,19,12606.96,215579.02
100767,2025-06-24,174,12,4,16,1192.37,16216.23
100768,2023-08-28,158,1,13,20,7004.72,126084.96
100769,2023-07-09,168,1,20,7,7004.72,46581.39
100770,2024-07-23,101,1,3,18,7004.72,113476.46
100771,2023-06-28,263,7,7,16,11044.9,176718.4
100772,2023-04-25,185,7,5,14,11044.9,154628.6
100773,2024-08-05,177,6,10,15,8457.66,107835.17
100774,2025-06-28,213,8,10,6,8152.69,44024.53
100775,2025-05-18,213,3,19,20,1648.77,32975.4
100776,2025-08-30,269,6,3,19,8457.66,144625.99
100777,2025-04-18,140,7,6,18,11044.9,188867.79
100778,2023-10-08,103,3,13,10,1648.77,15663.31
100779,2024-09-10,300,5,16,18,12606.96,204232.75
100780,2023-01-06,79,5,10,16,12606.96,201711.36
100781,2024-08-12,214,3,16,8,1648.77,13190.16
100782,2025-10-06,35,10,24,12,4677.47,53323.16
100783,2024-06-12,244,12,4,12,1192.37,13593.02
100784,2024-06-15,84,10,2,5,4677.47,23387.35
100785,2023-10-05,183,3,2,9,1648.77,14838.93
100786,2024-12-30,25,5,10,17,12606.96,203602.4
100787,2024-02-01,94,2,20,6,576.14,3284.0
100788,2024-09-08,139,11,23,12,4866.69,58400.28
100789,2023-10-22,7,3,17,10,1648.77,16487.7
100790,2024-11-27,84,2,7,5,576.14,2736.67
100791,2025-12-12,273,12,18,4,1192.37,4531.01
100792,2023-08-27,68,1,16,12,7004.72,84056.64
100793,2025-06-24,268,6,6,10,8457.66,84576.6
100794,2024-03-31,66,12,5,8,1192.37,9538.96
100795,2023-06-10,218,12,25,4,1192.37,4769.48
100796,2025-06-02,22,4,4,2,4210.9,7579.62
100797,2023-05-02,241,2,9,2,576.14,1152.28
100798,2023-07-17,64,10,7,19,4677.47,75541.14
100799,2024-12-20,15,2,5,9,576.14,4407.47
100800,2023-11-25,257,12,20,8,1192.37,9062.01
100801,2023-01-29,271,4,23,7,4210.9,23581.04
100802,2023-01-09,51,4,17,16,4210.9,67374.4
100803,2025-06-19,55,3,12,13,1648.77,20362.31
100804,2025-04-14,58,6,4,15,8457.66,126864.9
100805,2025-01-09,148,9,24,2,2112.21,4224.42
100806,2025-02-27,146,8,20,10,8152.69,73374.21
100807,2024-04-07,284,7,10,14,11044.9,154628.6
100808,2025-09-01,189,3,1,16,1648.77,23742.29
100809,2025-12-06,44,2,5,13,576.14,7115.33
100810,2023-07-28,87,2,12,7,576.14,4032.98
100811,2025-04-07,63,4,14,16,4210.9,67374.4
100812,2024-07-13,205,6,16,20,8457.66,135322.56
100813,2025-11-13,143,3,25,15,1648.77,24731.55
100814,2025-10-15,119,11,5,1,4866.69,4866.69
100815,2023-05-20,256,11,1,6,4866.69,29200.14
100816,2023-11-09,156,10,20,4,4677.47,16838.89
100817,2025-11-30,253,8,7,10,8152.69,73374.21
100818,2024-06-19,278,6,18,18,8457.66,152237.88
100819,2025-05-31,61,7,15,11,11044.9,103269.82
100820,2023-03-15,17,3,18,10,1648.77,14014.54
100821,2025-06-01,69,5,23,13,12606.96,155695.96
100822,2025-10-01,284,11,18,19,4866.69,87843.75
100823,2023-11-17,260,1,13,9,7004.72,59890.36
100824,2024-12-23,146,6,2,1,8457.66,8034.78
100825,2025-01-20,179,12,19,1,1192.37,1073.13
100826,2025-02-18,50,7,12,12,11044.9,125911.86
100827,2024-05-15,127,4,21,10,4210.9,40003.55
100828,2023-05-15,157,2,11,6,576.14,3456.84
100829,2025-08-01,217,10,17,14,4677.47,65484.58
100830,2023-02-15,163,7,19,13,11044.9,143583.7
100831,2025-09-27,52,12,22,7,1192.37,8346.59
100832,2024-11-26,86,10,10,12,4677.47,44903.71
100833,2023-06-04,275,4,10,9,4210.9,37898.1
100834,2025-04-03,116,10,24,3,4677.47,12629.17
100835,2024-11-20,140,2,19,17,576.14,9304.66
100836,2023-06-07,155,9,10,14,2112.21,26613.85
100837,2025-04-28,206,5,20,17,12606.96,203602.4
100838,2024-01-05,10,11,23,17,4866.69,70323.67
100839,2024-03-12,240,5,21,18,12606.96,204232.75
100840,2025-06-07,290,12,21,2,1192.37,2265.5
100841,2023-10-30,124,3,24,10,1648.77,14838.93
100842,2023-05-12,105,7,9,10,11044.9,104926.55
100843,2024-04-28,208,4,4,5,4210.9,21054.5
100844,2024-09-27,238,8,18,14,8152.69,108430.78
100845,2024-02-18,82,5,5,1,12606.96,12606.96
100846,2023-12-27,22,12,16,1,1192.37,1192.37
100847,2024-10-04,153,2,14,12,576.14,6222.31
100848,2025-03-23,72,4,4,19,4210.9,72006.39
100849,2025-12-04,298,9,9,16,2112.21,28726.06
100850,2023-09-08,161,6,19,13,8457.66,98954.62
100851,2025-05-16,112,3,4,6,1648.77,9892.62
100852,2025-04-16,131,10,2,16,4677.47,71097.54
100853,2023-08-20,163,9,14,16,2112.21,30415.82
100854,2023-10-24,186,8,23,12,8152.69,88049.05
100855,2023-03-13,28,12,22,8,1192.37,9538.96
100856,2025-01-13,63,9,8,15,2112.21,31683.15
100857,2025-03-15,131,5,3,8,12606.96,100855.68
100858,2023-11-25,225,11,11,14,4866.69,61320.29
100859,2023-06-14,252,8,24,14,8152.69,97017.01
100860,2025-05-15,52,3,23,9,1648.77,14096.98
100861,2024-10-31,233,12,1,2,1192.37,2265.5
100862,2025-06-27,70,1,13,7,7004.72,46581.39
100863,2023-06-18,57,3,8,17,1648.77,25226.18
100864,2023-09-24,211,6,15,16,8457.66,115024.18
100865,2023-12-22,168,5,7,3,12606.96,35929.84
100866,2025-02-11,293,4,1,1,4210.9,3579.27
100867,2024-04-13,46,8,7,9,8152.69,66036.79
100868,2025-04-01,220,10,9,5,4677.47,23387.35
100869,2023-08-29,8,12,17,14,1192.37,15023.86
100870,2025-10-09,61,4,23,7,4210.9,29476.3
100871,2024-06-29,148,12,16,13,1192.37,15500.81
100872,2024-03-17,145,12,22,7,1192.37,7929.26
100873,2023-10-26,15,5,9,8,12606.96,95812.9
100874,2025-01-27,299,11,21,15,4866.69,73000.35
100875,2024-10-24,204,11,7,13,4866.69,56940.27
100876,2024-06-08,38,2,18,2,576.14,1152.28
100877,2025-08-22,182,10,22,20,4677.47,84194.46
100878,2023-01-11,130,9,20,13,2112.21,27458.73
100879,2025-01-29,68,9,2,19,2112.21,40131.99
100880,2025-10-06,174,8,5,3,8152.69,24458.07
100881,2023-10-18,134,2,11,2,576.14,921.82
100882,2024-07-29,185,7,10,9,11044.9,94433.89
100883,2024-06-24,265,6,14,6,8457.66,50745.96
100884,2023-11-06,285,11,21,15,4866.69,73000.35
100885,2024-04-15,94,1,16,9,7004.72,63042.48
100886,2023-08-26,254,1,15,12,7004.72,67245.31
100887,2025-07-26,253,2,24,5,576.14,2880.7
100888,2024-08-04,93,3,24,17,1648.77,25226.18
100889,2024-03-10,299,1,17,19,7004.72,133089.68
100890,2024-05-19,256,11,4,11,4866.69,53533.59
100891,2023-09-07,202,6,19,4,8457.66,30447.58
100892,2023-06-16,236,12,22,16,1192.37,18124.02
100893,2023-01-12,169,1,21,20,7004.72,112075.52
100894,2023-09-22,109,1,21,10,7004.72,70047.2
100895,2023-05-25,281,10,13,3,4677.47,14032.41
100896,2025-03-27,46,1,7,6,7004.72,42028.32
100897,2023-11-12,62,5,16,14,12606.96,158847.7
100898,2023-09-26,184,11,4,12,4866.69,55480.27
100899,2025-03-05,244,5,19,20,12606.96,239532.24
100900,2025-01-24,96,7,21,14,11044.9,154628.6
100901,2025-08-07,115,11,22,5,4866.69,20683.43
100902,2025-12-10,43,5,15,14,12606.96,176497.44
100903,2024-09-07,77,3,22,10,1648.77,14838.93
100904,2024-08-28,292,1,18,3,7004.72,17862.04
100905,2025-11-11,218,7,4,15,11044.9,149106.15
100906,2024-06-02,182,5,19,3,12606.96,34038.79
100907,2025-08-05,92,3,13,2,1648.77,3297.54
100908,2024-09-01,161,10,24,15,4677.47,63145.84
100909,2024-06-26,175,3,7,6,1648.77,9892.62
100910,2024-06-15,55,7,18,1,11044.9,11044.9
100911,2023-12-18,245,8,23,13,8152.69,90087.22
100912,2025-09-23,156,10,20,12,4677.47,50516.68
100913,2025-03-19,155,2,5,5,576.14,2880.7
100914,2023-02-02,97,1,7,16,7004.72,106471.74
100915,2025-06-11,276,4,3,10,4210.9,37898.1
100916,2025-05-14,12,2,6,5,576.14,2592.63
100917,2025-09-20,242,1,15,19,7004.72,133089.68
100918,2025-03-13,27,6,1,4,8457.66,32139.11
100919,2025-05-01,254,12,19,20,1192.37,21462.66
100920,2023-03-17,250,7,16,17,11044.9,178375.14
100921,2025-09-26,119,12,2,17,1192.37,20270.29
100922,2023-05-11,138,11,14,16,4866.69,77867.04
100923,2024-12-11,230,12,14,1,1192.37,1192.37
100924,2025-08-19,177,8,8,17,8152.69,138595.73
100925,2024-11-25,240,3,10,13,1648.77,17147.21
100926,2025-01-07,242,3,20,7,1648.77,11541.39
100927,2025-09-15,67,3,7,6,1648.77,9397.99
100928,2025-05-01,253,5,8,7,12606.96,83836.28
100929,2025-01-04,134,6,22,6,8457.66,50745.96
100930,2025-10-28,17,2,11,14,576.14,8065.96
100931,2024-04-03,250,5,11,12,12606.96,136155.17
100932,2024-07-01,78,12,17,20,1192.37,21462.66
100933,2025-06-15,235,2,4,20,576.14,10946.66
100934,2023-07-28,288,1,17,4,7004.72,28018.88
100935,2024-02-25,186,3,24,10,1648.77,14838.93
100936,2025-10-17,51,3,21,12,1648.77,19785.24
100937,2024-02-18,225,7,25,1,11044.9,11044.9
100938,2024-11-30,147,9,6,3,2112.21,6336.63
100939,2025-04-29,185,11,22,8,4866.69,38933.52
100940,2025-05-13,117,3,14,14,1648.77,19620.36
100941,2025-11-23,186,1,15,5,7004.72,31521.24
100942,2025-11-25,36,2,11,11,576.14,6020.66
100943,2025-06-07,32,7,25,2,11044.9,19880.82
100944,2023-04-29,267,5,14,13,12606.96,139306.91
100945,2024-09-15,161,6,1,9,8457.66,64701.1
100946,2023-10-28,207,8,21,7,8152.69,48508.51
100947,2025-06-24,177,11,13,7,4866.69,28956.81
100948,2024-11-16,200,12,24,5,1192.37,5663.76
100949,2024-03-13,48,9,18,10,2112.21,20065.99
100950,2023-11-24,12,1,18,19,7004.72,133089.68
100951,2024-09-14,217,9,4,2,2112.21,3801.98
100952,2025-11-05,182,2,2,4,576.14,2189.33
100953,2023-01-11,233,6,8,19,8457.66,152660.76
100954,2025-12-28,120,6,10,10,8457.66,76118.94
100955,2023-10-14,194,9,24,8,2112.21,16897.68
100956,2024-01-30,185,8,4,5,8152.69,36687.11
100957,2023-06-17,48,1,14,5,7004.72,33272.42
100958,2025-01-26,270,7,19,18,11044.9,188867.79
100959,2024-06-24,300,8,21,14,8152.69,91310.13
100960,2025-09-29,214,3,5,17,1648.77,28029.09
100961,2023-09-22,263,9,4,7,2112.21,14046.2
100962,2023-11-18,287,6,4,20,8457.66,143780.22
100963,2025-01-26,293,5,2,17,12606.96,214318.32
100964,2025-02-05,156,5,16,1,12606.96,11346.26
100965,2025-05-13,25,5,10,7,12606.96,88248.72
100966,2023-01-05,63,9,12,3,2112.21,5386.14
100967,2024-09-26,290,8,11,13,8152.69,100685.72
100968,2023-09-29,71,9,21,15,2112.21,28514.83
100969,2023-11-02,167,2,20,20,576.14,10946.66
100970,2025-03-20,174,9,2,15,2112.21,28514.83
100971,2023-12-06,13,10,21,10,4677.47,44435.96
100972,2023-06-24,99,10,18,19,4677.47,79984.74
100973,2025-12-04,97,8,17,1,8152.69,8152.69
100974,2024-01-04,10,5,7,8,12606.96,90770.11
100975,2025-06-28,44,9,20,11,2112.21,22072.59
100976,2023-02-17,175,7,6,14,11044.9,154628.6
100977,2025-02-21,132,2,4,4,576.14,2189.33
100978,2024-01-10,131,2,5,10,576.14,4609.12
100979,2023-05-01,167,3,1,2,1648.77,3297.54
100980,2023-10-19,212,6,9,13,8457.66,93457.14
100981,2023-04-17,104,4,25,20,4210.9,80007.1
100982,2025-10-30,198,2,9,2,576.14,1152.28
100983,2023-05-15,248,1,14,8,7004.72,47632.1
100984,2023-07-27,127,9,21,5,2112.21,10561.05
100985,2023-06-21,257,4,5,12,4210.9,48004.26
100986,2024-05-17,276,7,18,15,11044.9,165673.5
100987,2024-08-15,86,1,2,16,7004.72,112075.52
100988,2025-02-17,180,11,7,19,4866.69,83220.4
100989,2023-11-27,274,10,3,10,4677.47,46774.7
100990,2023-10-14,285,5,14,7,12606.96,83836.28
100991,2024-10-13,176,11,9,15,4866.69,73000.35
100992,2024-10-20,175,4,15,20,4210.9,84218.0
100993,2023-10-01,2,10,16,1,4677.47,3975.85
100994,2025-04-26,285,12,23,16,1192.37,17170.13
100995,2023-06-08,276,1,22,15,7004.72,94563.72
100996,2025-02-09,184,7,6,1,11044.9,11044.9
100997,2024-01-31,228,1,8,1,7004.72,6304.25
100998,2025-01-02,99,2,20,10,576.14,5185.26
